,Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
982,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),90,98.1
988,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,SORGHUM,"SORGHUM, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),298,81.4
994,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"4,228",45.7
1006,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,SUNFLOWER,"SUNFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1012,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,TANGERINES,"TANGERINES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,141",46.7
1024,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,TREE NUT TOTALS,"TREE NUT TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"25,498",31.9
1028,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,"TREE NUTS, OTHER","TREE NUTS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),60,79.4
1034,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,TRITICALE,"TRITICALE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,720",73.9
1040,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,WALNUTS,"WALNUTS, ENGLISH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"8,848",39.8
1046,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,229",75.5
1052,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1058,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,WHEAT,"WHEAT, SPRING, DURUM, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1064,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,310",63.4
1070,CENSUS,2021,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,WILD RICE,"WILD RICE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"5,144",76.1
1076,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APPLES,"APPLES, FUJI, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),22,72.5
1088,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APPLES,"APPLES, GALA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),62,73.4
1100,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APPLES,"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),72,82.7
1112,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APPLES,"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1121,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APPLES,"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1133,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APPLES,"APPLES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),244,66.2
1145,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APPLES,"APPLES, OTHER VARIETIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),62,65.8
1157,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APPLES,"APPLES, RED DELICIOUS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1166,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APPLES,"APPLES, ROME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),13,95.6
1175,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,APRICOTS,"APRICOTS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1184,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,BARLEY,"BARLEY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,716",(H)
1190,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"5,253",63.3
1196,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,307",71.3
1202,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINTO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,946",67.4
1208,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,"BERRIES, OTHER","BERRIES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1220,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,BERRY TOTALS,"BERRY TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1228,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,CHERRIES,"CHERRIES, SWEET, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1237,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,CHERRIES,"CHERRIES, TART, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1243,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"5,977",23.5
1249,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,658",87.6
1255,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,EMMER & SPELT,"EMMER & SPELT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,95.2
1261,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"98,888",21.7
1265,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),478,75.5
1271,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1279,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),517,58.3
1290,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,GRAPES,"GRAPES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1302,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"10,421",51.2
1308,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"25,685",20.8
1314,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"36,106",25.4
1320,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1326,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1329,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),613,91.1
1335,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"8,605",38.5
1341,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,NECTARINES,"NECTARINES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1350,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,OATS,"OATS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1356,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,PEACHES,"PEACHES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),369,60.7
1365,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,PEARS,"PEARS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),27,(H)
1374,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,PEAS,"PEAS, AUSTRIAN WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,589",(H)
1380,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,360",90.5
1386,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,PLUMS,"PLUMS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1395,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,RYE,"RYE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),434,(H)
1401,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,SAFFLOWER,"SAFFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1407,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1413,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,SORGHUM,"SORGHUM, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1419,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),480,(H)
1425,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,SUNFLOWER,"SUNFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),54,(H)
1431,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"28,835",31.5
1437,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,714",96.0
1443,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,WHEAT,"WHEAT, SPRING, DURUM, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,677",96.6
1449,CENSUS,2021,YEAR,,STATE,COLORADO,8,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"24,444",35.0
1455,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,APPLES,"APPLES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (Z),78.7
1467,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,APPLES,"APPLES, OTHER VARIETIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (Z),78.7
1479,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,"BERRIES, OTHER","BERRIES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,(H)
1488,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,BERRY TOTALS,"BERRY TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),13,52.3
1494,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,(H)
1503,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,44.4
1512,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,CORN,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1515,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1519,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,43.4
1525,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),13,48.7
1531,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),392,78.5
1537,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),392,78.5
1543,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1546,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1553,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,PEACHES,"PEACHES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1562,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,PEARS,"PEARS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1571,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,RASPBERRIES,"RASPBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,80.0
1580,CENSUS,2021,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,(H)
1589,CENSUS,2021,YEAR,,STATE,DELAWARE,10,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),154,(H)
1595,CENSUS,2021,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),154,(H)
1599,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,AVOCADOS,"AVOCADOS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1608,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,"BERRIES, OTHER","BERRIES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1617,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,BERRY TOTALS,"BERRY TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,373",41.7
1625,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1634,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1646,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,CITRUS TOTALS,"CITRUS TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,(H)
1658,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),30,(H)
1664,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1668,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1674,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FIGS,"FIGS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (Z),(H)
1683,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),69,67.5
1689,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,443",39.0
1697,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,"FRUIT, OTHER","FRUIT, OTHER, (EXCL CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),8,57.5
1706,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,GRAPEFRUIT,"GRAPEFRUIT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1715,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,GRAPES,"GRAPES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1727,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1733,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1739,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1742,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1745,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,LEMONS,"LEMONS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1754,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,NECTARINES,"NECTARINES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1763,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,ORANGES,"ORANGES, NAVEL, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1772,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,ORANGES,"ORANGES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1781,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,PEACHES,"PEACHES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,94.5
1790,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,PEARS,"PEARS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1799,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,PLUMS,"PLUMS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1808,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,RICE,"RICE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
1814,CENSUS,2021,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),704,99.8
