,state_ansi,week_ending,begin_code,county_code,county_name,end_code,Value,asd_code,country_name,state_fips_code,location_desc,reference_period_desc,state_alpha,county_ansi,domain_desc,util_practice_desc,congr_district_code,freq_desc,unit_desc,year,region_desc,group_desc,commodity_desc,CV (%),domaincat_desc,short_desc,statisticcat_desc,source_desc,zip_5,class_desc,watershed_code,agg_level_desc,watershed_desc,country_code,state_name,load_time,asd_desc,prodn_practice_desc,sector_desc
109,36,,00,,,00,                 (D),,UNITED STATES,36,NEW YORK,YEAR,NY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, FUJI, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,FUJI,00000000,STATE,,9000,NEW YORK,2016-01-31 00:00:00.000,,ORGANIC,CROPS
110,41,,00,,,00,77,,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,29.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, FUJI, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,FUJI,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
111,42,,00,,,00,                 (D),,UNITED STATES,42,PENNSYLVANIA,YEAR,PA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, FUJI, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,FUJI,00000000,STATE,,9000,PENNSYLVANIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
112,49,,00,,,00,                 (D),,UNITED STATES,49,UTAH,YEAR,UT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, FUJI, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,FUJI,00000000,STATE,,9000,UTAH,2016-01-31 00:00:00.000,,ORGANIC,CROPS
113,53,,00,,,00,"2,560",,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,6.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, FUJI, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,FUJI,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
124,04,,00,,,00,                 (D),,UNITED STATES,04,ARIZONA,YEAR,AZ,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,ARIZONA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
125,06,,00,,,00,228,,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,12.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
126,08,,00,,,00,26,,UNITED STATES,08,COLORADO,YEAR,CO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,24.7,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,COLORADO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
127,13,,00,,,00,                 (D),,UNITED STATES,13,GEORGIA,YEAR,GA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,GEORGIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
128,19,,00,,,00,                 (D),,UNITED STATES,19,IOWA,YEAR,IA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,IOWA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
129,26,,00,,,00,                 (D),,UNITED STATES,26,MICHIGAN,YEAR,MI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,MICHIGAN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
130,29,,00,,,00,                 (D),,UNITED STATES,29,MISSOURI,YEAR,MO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,MISSOURI,2016-01-31 00:00:00.000,,ORGANIC,CROPS
131,35,,00,,,00,                 (D),,UNITED STATES,35,NEW MEXICO,YEAR,NM,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,NEW MEXICO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
132,36,,00,,,00,                 (D),,UNITED STATES,36,NEW YORK,YEAR,NY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,NEW YORK,2016-01-31 00:00:00.000,,ORGANIC,CROPS
133,41,,00,,,00,72,,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,25.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
134,42,,00,,,00,                 (D),,UNITED STATES,42,PENNSYLVANIA,YEAR,PA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,PENNSYLVANIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
135,49,,00,,,00,                 (D),,UNITED STATES,49,UTAH,YEAR,UT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,UTAH,2016-01-31 00:00:00.000,,ORGANIC,CROPS
136,51,,00,,,00,                 (D),,UNITED STATES,51,VIRGINIA,YEAR,VA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,VIRGINIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
137,53,,00,,,00,"2,780",,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,8.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GALA, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GALA,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
152,06,,00,,,00,179,,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,27.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
153,08,,00,,,00,25,,UNITED STATES,08,COLORADO,YEAR,CO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,32.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,COLORADO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
154,19,,00,,,00,                 (D),,UNITED STATES,19,IOWA,YEAR,IA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,IOWA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
155,26,,00,,,00,36,,UNITED STATES,26,MICHIGAN,YEAR,MI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,20,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,MICHIGAN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
156,29,,00,,,00,                 (D),,UNITED STATES,29,MISSOURI,YEAR,MO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,MISSOURI,2016-01-31 00:00:00.000,,ORGANIC,CROPS
157,32,,00,,,00,                 (D),,UNITED STATES,32,NEVADA,YEAR,NV,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,NEVADA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
158,35,,00,,,00,                 (D),,UNITED STATES,35,NEW MEXICO,YEAR,NM,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,NEW MEXICO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
159,36,,00,,,00,                 (D),,UNITED STATES,36,NEW YORK,YEAR,NY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,NEW YORK,2016-01-31 00:00:00.000,,ORGANIC,CROPS
160,41,,00,,,00,42,,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,26.3,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
161,42,,00,,,00,                 (D),,UNITED STATES,42,PENNSYLVANIA,YEAR,PA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,PENNSYLVANIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
162,49,,00,,,00,10,,UNITED STATES,49,UTAH,YEAR,UT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,32.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,UTAH,2016-01-31 00:00:00.000,,ORGANIC,CROPS
163,53,,00,,,00,597,,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,9.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
164,55,,00,,,00,2,,UNITED STATES,55,WISCONSIN,YEAR,WI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,39.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GOLDEN DELICIOUS,00000000,STATE,,9000,WISCONSIN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
178,01,,00,,,00,                 (D),,UNITED STATES,01,ALABAMA,YEAR,AL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GRANNY SMITH,00000000,STATE,,9000,ALABAMA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
179,04,,00,,,00,                 (D),,UNITED STATES,04,ARIZONA,YEAR,AZ,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GRANNY SMITH,00000000,STATE,,9000,ARIZONA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
180,06,,00,,,00,167,,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,30,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GRANNY SMITH,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
181,08,,00,,,00,                 (D),,UNITED STATES,08,COLORADO,YEAR,CO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GRANNY SMITH,00000000,STATE,,9000,COLORADO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
182,16,,00,,,00,                 (D),,UNITED STATES,16,IDAHO,YEAR,ID,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GRANNY SMITH,00000000,STATE,,9000,IDAHO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
183,26,,00,,,00,                 (D),,UNITED STATES,26,MICHIGAN,YEAR,MI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GRANNY SMITH,00000000,STATE,,9000,MICHIGAN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
184,41,,00,,,00,                 (D),,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GRANNY SMITH,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
185,49,,00,,,00,                 (D),,UNITED STATES,49,UTAH,YEAR,UT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GRANNY SMITH,00000000,STATE,,9000,UTAH,2016-01-31 00:00:00.000,,ORGANIC,CROPS
186,53,,00,,,00,"1,223",,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,11.5,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,GRANNY SMITH,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
196,06,,00,,,00,108,,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,21.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
197,08,,00,,,00,7,,UNITED STATES,08,COLORADO,YEAR,CO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,30.7,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,COLORADO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
198,19,,00,,,00,                 (D),,UNITED STATES,19,IOWA,YEAR,IA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,IOWA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
199,26,,00,,,00,                 (D),,UNITED STATES,26,MICHIGAN,YEAR,MI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,MICHIGAN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
200,27,,00,,,00,21,,UNITED STATES,27,MINNESOTA,YEAR,MN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,53.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,MINNESOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
201,29,,00,,,00,                 (D),,UNITED STATES,29,MISSOURI,YEAR,MO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,MISSOURI,2016-01-31 00:00:00.000,,ORGANIC,CROPS
202,30,,00,,,00,                 (D),,UNITED STATES,30,MONTANA,YEAR,MT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,MONTANA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
203,35,,00,,,00,2,,UNITED STATES,35,NEW MEXICO,YEAR,NM,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,30.7,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,NEW MEXICO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
204,36,,00,,,00,3,,UNITED STATES,36,NEW YORK,YEAR,NY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,42.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,NEW YORK,2016-01-31 00:00:00.000,,ORGANIC,CROPS
205,38,,00,,,00,22,,UNITED STATES,38,NORTH DAKOTA,YEAR,ND,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,56.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,NORTH DAKOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
206,41,,00,,,00,15,,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,35.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
207,42,,00,,,00,                 (D),,UNITED STATES,42,PENNSYLVANIA,YEAR,PA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,PENNSYLVANIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
208,51,,00,,,00,                 (D),,UNITED STATES,51,VIRGINIA,YEAR,VA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,VIRGINIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
209,53,,00,,,00,"1,304",,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,15.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
210,55,,00,,,00,45,,UNITED STATES,55,WISCONSIN,YEAR,WI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,35.7,ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,HONEYCRISP,00000000,STATE,,9000,WISCONSIN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
226,02,,00,,,00,                 (D),,UNITED STATES,02,ALASKA,YEAR,AK,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,APPLES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"APPLES, OTHER VARIETIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,OTHER VARIETIES,00000000,STATE,,9000,ALASKA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
